transaction_id,amount_aud,hour_of_day,chargeback_history,failed_attempts_24h,velocity_score,new_payment_method,is_cross_border,is_round_amount,fraud_type,is_fraud
f9857fee-6f7d-4db4-84f2-f01c5d0fc4f0,78.6,19,0,0,0.152,1,0,1,none,0
eb2321aa-c8fd-44b8-8fb7-f907f3b7adce,180.54,20,0,1,0.058,0,0,0,none,0
2ab1c4f7-3f21-4fa5-bbc2-a8875c3737f3,101.89,10,0,0,0.212,0,0,0,none,0
7ae70de0-3d0d-407e-ac2c-2868de9d3cfc,318.62,12,0,0,0.078,0,0,0,none,0
5c99cdfa-6ef7-46cd-8a42-0b05e3b9c50f,53.96,12,0,1,0.17,1,0,0,none,0
f2d76bc1-87d0-464e-8e91-8a7ced2e64b4,192.11,7,0,1,0.186,1,0,0,none,0
b6d5dfb6-e882-4b44-b920-bb05f68505ff,197.51,22,0,1,0.159,0,0,0,none,0
5d7fa290-2725-48fc-b18a-3ac8b627912d,103.72,17,0,1,0.253,0,1,0,none,0
6e245e76-3757-4b5f-8008-12bfe0618db1,187.76,13,0,0,0.082,0,1,0,none,0
b8564860-1297-4a65-a77e-e90fe530d3bb,150.34,12,0,0,0.068,0,1,0,none,0
c99f6e22-08ed-4082-a436-5fe23b360423,301.78,22,0,1,0.194,0,0,0,none,0
ff0e5d72-067b-48f3-9e13-a4f5a9671c1f,55.66,18,0,1,0.161,0,0,1,none,0
a22dcde5-cb49-43af-a08a-a526d592b9bf,259.75,10,0,0,0.179,0,0,0,none,0
05860d57-a7d3-4012-86f5-601af778b8e7,362.54,14,0,0,0.273,0,0,0,none,0
c0467a0f-9f68-4d6e-9d31-95cfe089693d,89.46,21,0,0,0.114,0,0,0,none,0
3c0320f4-c276-4be1-b96b-99914c06d7c8,160.38,7,0,0,0.168,0,0,0,none,0
baa88b97-a84a-4848-a9ce-88a465753c76,60.1,17,0,0,0.169,0,0,0,none,0
51be2767-5718-4710-99b1-ce0a1684fd2b,173.54,15,0,1,0.054,0,0,0,none,0
ed6947b6-3607-46d6-87c2-01561585bd90,778.82,4,5,3,0.785,1,1,1,money_laundering,1
464ae16e-9839-46d7-acd3-279ca363f461,69.03,8,0,0,0.235,0,0,0,none,0
ebd068c0-8e2a-4c99-bab5-f8ccf3afdfb1,349.45,17,0,1,0.169,0,0,0,none,0
70b4d012-5e6b-4edd-91ed-8da681ab62cd,239.18,10,0,1,0.067,0,0,0,none,0
8e0f6653-16c7-4d28-97d1-fd18ed408f79,71.55,20,0,1,0.044,0,1,0,none,0
4a14776b-4c5b-42ee-a21b-ea5df3c9d058,4529.5,4,5,10,0.85,0,1,1,chargeback_fraud,1
e7b14f38-c38e-402b-aa4a-3d3454fd07af,388.43,9,0,1,0.12,0,0,1,none,0
0fc83979-768d-403f-86b0-7b9be81155af,290.21,12,0,1,0.247,0,0,0,none,0
cfc69631-b93a-4090-bc9a-9e706678d2e4,114.29,17,0,1,0.298,1,0,0,none,0
1733fb55-b7ae-457e-bebf-299e9c7a59cd,36.21,19,0,1,0.078,0,0,0,none,0
e905a32d-84ff-4b4e-a4b8-4be362f02575,265.43,22,0,0,0.085,0,0,0,none,0
87e4b807-bec7-4970-ba7c-bee18d9135e6,65.42,16,0,1,0.222,1,0,0,none,0
7141d73e-3b27-4033-a8dd-4bd0267a3a09,136.33,12,0,0,0.01,0,1,0,none,0
b7e56e3f-3c43-4b98-9ab2-d3b6b239e6d0,100.73,18,0,1,0.191,0,0,0,none,0
4b6b3e93-0d27-4178-ba6b-8666558c0f87,135.44,7,0,1,0.195,0,0,0,none,0
91e3a524-1bcf-418b-9a96-b4daa0be9df1,82.89,10,0,1,0.052,1,1,0,none,0
682f4914-6199-4dd7-ab0a-0b6e0a59097d,311.44,18,0,0,0.082,0,0,0,none,0
44075a28-e23c-4d13-8b8f-eda582852e80,2005.49,4,2,5,0.989,1,1,1,money_laundering,1
39d1737e-eca6-4e99-9fbd-936d6793ac5c,34.17,12,0,0,0.196,0,0,0,none,0
641354b5-3bbd-492c-ac36-0fca01a61e38,24.02,15,0,0,0.255,0,0,1,none,0
234160b6-169e-46d7-9d7e-f112199ddc84,310.31,13,0,1,0.153,1,0,0,none,0
0db1d42d-4679-4616-a8b6-df5666669008,155.62,8,0,0,0.253,0,0,1,none,0
9d5c7675-5311-42e6-be26-0053990ceacd,33.04,9,0,1,0.292,0,0,0,none,0
86012a9a-4677-4d9a-b729-d75a4a325744,873.9,4,2,6,0.896,1,1,1,unusual_amount,1
51f71c89-2aea-49ba-8686-7f9edaa743bc,4019.22,3,4,4,0.777,1,1,0,unusual_amount,1
0d8e6684-c6d4-4f2b-b58b-bb6fab3d2d04,334.46,20,0,0,0.294,1,0,0,none,0
55a090f5-c8b1-4955-b7a4-978d6a8f3940,26.34,17,0,0,0.059,0,0,0,none,0
931134ab-a342-47f9-8ca3-8d17ac771153,328.68,14,0,1,0.129,1,1,0,none,0
0c626039-e2d3-498a-848f-0f4b2ef7000c,200.82,8,0,1,0.255,0,0,1,none,0
ac38ac7f-3b19-4046-b9d6-1f8b64ef7a59,356.88,7,0,0,0.102,0,0,0,none,0
5f5461c2-0ea1-4ae4-832b-eb68d9d8641c,40.0,14,0,0,0.18,0,0,0,none,0
a756b394-0893-4e6b-b756-f47d5b4af7da,397.93,15,0,1,0.109,0,0,1,none,0
73184a94-9512-40b2-a8e9-167f6e0dc902,371.55,17,0,1,0.019,0,0,0,none,0
494a0cf4-db1a-47c6-9934-e35f5bd1ab83,219.94,11,0,1,0.215,0,0,0,none,0
29ea7021-1152-4364-8170-fbf7b28de422,1019.54,23,4,2,0.982,1,0,0,chargeback_fraud,1
276c558d-b4b9-4dfc-b67e-6368c735eb19,256.78,9,0,1,0.196,0,1,0,none,0
5c987164-ba5f-427a-97ff-9f703b218cae,285.14,14,0,0,0.207,0,0,0,none,0
dab18766-bf82-440a-846f-6094260e4654,107.48,13,0,1,0.151,0,0,1,none,0
49147885-1e97-4557-8e51-d497d7814dec,236.24,7,0,1,0.237,0,0,0,none,0
8a85bf17-9e8e-445b-9dec-13bbbfb29ca9,217.21,22,0,1,0.022,0,0,0,none,0
b273830e-da49-4bc5-9ff4-101094d6a92d,98.77,12,0,0,0.275,1,0,0,none,0
410e5324-cacf-4616-9582-2448ac85b682,74.05,17,0,0,0.109,0,0,0,none,0
5069d142-f61d-40a7-a320-4b258392ee40,185.66,17,0,0,0.132,0,0,0,none,0
d9eb0710-e91c-4f87-a4d3-2c060f1784e1,282.28,16,0,1,0.195,1,1,0,none,0
88810439-f1ed-491d-a82c-8ad794e7110b,50.45,15,0,1,0.165,0,0,0,none,0
9042743c-5c03-4609-813c-95741b01570c,110.17,10,0,0,0.18,0,0,0,none,0
cf54ae68-9fb0-4cf8-a98f-9acb37123bdb,1520.76,5,3,8,0.844,1,1,1,unusual_amount,1
05e3f72d-3530-4de6-a9df-4a54f26cd384,229.17,11,0,0,0.246,0,1,0,none,0
1aebdb0b-5a5d-476c-a1a0-87472e006c5e,117.11,11,0,1,0.208,1,0,0,none,0
3877a6a7-0f9e-486f-9deb-2536d30e503e,237.34,9,0,1,0.23,0,0,0,none,0
7f96c209-231e-4f30-a265-9d9db506472d,2237.69,0,3,7,0.956,1,1,0,stolen_card,1
6cc153f7-7234-47b1-bea9-35d2523ab49c,40.09,8,0,1,0.256,0,0,0,none,0
1d981b96-d5eb-4807-9ad8-9535126b731f,363.56,11,0,0,0.291,0,0,0,none,0
04efe216-f984-42c0-a772-f21f3fdb7b97,311.45,8,0,0,0.183,0,0,0,none,0
a4d55061-bafb-410c-aa0c-54f19a4ddec2,134.32,11,0,0,0.043,0,0,0,none,0
8ea60e5d-b21c-4954-8a5e-967e809a093e,3952.62,23,2,2,0.757,1,1,0,chargeback_fraud,1
fc67382e-a680-4b57-bb45-9f88df5c0079,33.31,7,0,0,0.18,0,0,1,none,0
e78a1a0a-fdbe-4dfa-9a75-8294e9ee90ec,3606.38,0,1,8,0.943,1,0,0,unusual_amount,1
ba8e3d62-164f-4e93-ac46-2d7129e58ac3,260.66,10,0,1,0.247,0,0,0,none,0
e5b24528-08f5-4664-886b-fa5778f6fcb1,726.38,5,2,4,0.746,1,0,0,unusual_amount,1
338e4e6f-e1ba-4d46-9407-e21c03f60613,184.92,17,0,1,0.205,0,1,0,none,0
c2e1b387-0be7-45fe-8a55-c4bbdf23a743,1910.77,3,4,6,0.796,1,0,1,stolen_card,1
32868efa-037b-4e95-a847-18d6136990e7,320.68,18,0,1,0.002,0,1,1,none,0
d42a839d-daf2-451a-9cc5-c10328d81d5a,248.98,22,0,0,0.142,0,0,0,none,0
9f904345-31ec-429b-978f-53dc128f2138,309.11,20,0,1,0.276,0,0,0,none,0
ca02611a-cb3a-470a-88d2-ca4ec39c6ad2,88.49,9,0,1,0.048,0,0,0,none,0
87872866-5505-4fb8-a36c-47aea7854e83,117.57,13,0,0,0.102,0,0,0,none,0
2cc6ca7c-2f7b-4757-a3f2-ede8f0eddf9e,21.45,21,0,0,0.023,0,0,0,none,0
fb1bd556-f415-4dce-aa99-a25f833c79af,108.44,20,0,1,0.231,0,0,0,none,0
c1b7e521-2cf6-44be-b176-5d6014ecfecb,161.32,19,0,0,0.202,1,0,0,none,0
5ca9e2b7-05de-4483-8177-47b16ddb8e70,350.07,10,0,0,0.039,1,0,0,none,0
4bb93e30-26f5-47b6-9a6c-313bf74e2c03,335.23,19,0,1,0.196,0,0,0,none,0
0d8882a8-e183-4726-978d-315b1e27a714,360.39,7,0,0,0.135,0,0,0,none,0
01a596bc-3301-4a3b-96a5-e2ab1eef1fe0,356.83,22,0,0,0.032,0,0,0,none,0
bad21a40-0cae-4e20-a47b-782c1b15d23c,189.58,17,0,1,0.056,0,0,0,none,0
1bf3b200-978c-4014-a61c-21675634ba1b,1584.32,23,2,9,0.731,0,1,0,stolen_card,1
a2b22040-51dc-413a-9b02-2be2fb755b02,34.73,21,0,1,0.264,0,0,0,none,0
dfa8fcd7-fb6b-4f7f-afa3-095ac63e929f,2024.41,5,5,6,0.736,1,1,0,chargeback_fraud,1
948f3d10-f863-4f09-a6c7-d80701be2db7,145.73,22,0,1,0.193,0,0,0,none,0
fa464c06-c18a-4c72-83d0-98d28d4ac021,305.91,17,0,0,0.09,0,0,0,none,0
949990ae-7d36-4656-bf39-0c20c1754c7a,394.2,16,0,1,0.28,0,0,0,none,0
2a937f2e-dbb7-4c7a-a34e-2b7b8ac7c8f7,275.04,19,0,1,0.166,0,0,0,none,0
b3bb1485-6060-4bb4-9fb7-2c3283a37446,4431.34,5,1,2,0.816,0,0,1,chargeback_fraud,1
024fb378-9485-4397-8c1e-aee3a61d9632,345.24,15,0,1,0.058,0,0,0,none,0
5335459d-2cfc-4e3d-8700-c85931774096,43.04,18,0,1,0.263,0,0,1,none,0
58ee4f6c-aeb1-447c-9aba-425979b0e7b1,129.92,22,0,1,0.257,0,0,1,none,0
302f465f-3312-4aaf-94b4-3da0909f75a8,320.6,9,0,0,0.246,0,0,0,none,0
f2f734c7-41d0-4d9b-9cdd-422b6ec05d23,1951.15,3,4,10,0.931,1,1,0,stolen_card,1
e3dcd96f-e1c0-48a7-ab63-f5d1e4c26f46,340.32,9,0,1,0.286,0,0,0,none,0
ece93f50-aae9-4b8f-8827-9fc2c74d70f1,317.04,12,0,1,0.093,0,0,0,none,0
5958fcb9-f16b-40d8-8e31-016c8dfe8935,229.39,12,0,0,0.135,0,0,0,none,0
6a1d3026-7602-44a7-8d4a-3713704c0c48,309.66,20,0,1,0.289,0,0,1,none,0
dfa3f79d-f55d-4d4e-b5e7-b7cecfba69ab,251.06,19,0,0,0.078,1,0,0,none,0
01240673-c7c3-43bf-b9f0-ad82c4a6cc25,382.04,7,0,1,0.289,0,0,0,none,0
e6b343b2-983e-475a-8a06-1ff9fd7d6bb0,74.62,22,0,1,0.191,0,0,0,none,0
f18fb768-1285-40f2-86c5-b0c6cb0b0f7e,355.57,8,0,1,0.209,1,0,0,none,0
71db7867-8780-4d9b-85ac-65d10fb79593,300.67,14,0,1,0.12,0,0,0,none,0
9b370c27-74cc-4495-8170-9b0ca1782501,395.3,15,0,0,0.096,0,0,0,none,0
c6e48546-6d4b-426a-9635-09a12fb888f5,278.49,11,0,1,0.203,1,0,0,none,0
2e8742ac-17e2-4fe8-8211-0a27bf669dfb,2270.11,23,1,4,0.884,0,1,1,chargeback_fraud,1
95e89d55-de62-4869-823a-c62a0c14e10e,398.17,21,0,1,0.109,0,0,0,none,0
9d68fcb4-ae73-44e7-9bf7-f022c1552a85,388.18,18,0,1,0.013,0,0,0,none,0
bf97ced0-0430-4cf8-aafa-22a51bd865ac,78.26,8,0,0,0.128,0,0,0,none,0
0dee1b93-6ce0-4746-ace7-0da7069122b6,299.35,12,0,1,0.221,0,0,0,none,0
40980929-9092-4a35-b106-4a51aaa1eb04,2956.27,0,2,10,0.877,1,1,0,money_laundering,1
0d48162c-ff35-4908-9fae-46a09a7df788,392.33,15,0,0,0.232,0,0,0,none,0
bf7d6546-d90e-465c-8f97-f9b5b698cdf1,398.33,7,0,0,0.015,0,0,0,none,0
f3b07f67-85f5-48d6-915d-4d67cd9223fa,209.92,21,0,0,0.175,0,1,0,none,0
5dee94d0-7402-4014-b2a6-3d78bde430a6,2602.33,2,5,6,0.977,0,1,1,money_laundering,1
a16ef66a-fca6-49b2-9279-1d6084ad25a2,333.0,8,0,0,0.202,0,0,0,none,0
df1118c9-9b20-425f-a983-96f6fad2df1a,298.26,16,0,0,0.273,0,0,0,none,0
25211c65-ad25-4ad3-be93-6cec48ecd45d,259.26,21,0,0,0.232,0,0,0,none,0
3aeeaaf5-0abe-47c0-b81c-5fffa0cbef97,364.88,20,0,1,0.19,1,0,0,none,0
bf5a8d52-0cf7-448e-86ca-ad02dc4f89af,55.74,12,0,0,0.208,0,0,0,none,0
d758dd08-8587-4675-95b4-44958750c013,242.74,13,0,1,0.046,0,0,0,none,0
10241603-002c-48f9-b2f9-bb9854e16359,315.45,7,0,1,0.246,0,0,0,none,0
d4c132db-2c79-49e0-af18-88b2cfc8a389,234.76,19,0,1,0.05,0,0,0,none,0
c7cd2243-9b4f-444c-944d-cb4f9a218cb0,252.83,14,0,1,0.144,1,0,0,none,0
4102151c-d01a-4242-9392-587067adcb53,196.58,20,0,0,0.081,0,0,0,none,0
d5539b80-9c56-4da0-805a-0eff9f131596,379.96,7,0,1,0.16,0,0,0,none,0
39351252-a429-4aa3-ad86-83679e149c3f,1142.71,5,3,8,0.931,0,1,1,money_laundering,1
f653f7b8-23a6-42df-9ab3-4011c04666f7,144.8,13,0,1,0.025,0,0,0,none,0
18c06332-8704-47d6-b41b-4c91968b1f48,60.46,15,0,0,0.291,0,0,0,none,0
fd7addda-5ce4-43c9-9c1b-e86e921d3bb3,2112.18,0,2,4,0.817,0,1,0,money_laundering,1
0b6d35be-6c14-44cf-8ff8-c5fa9737df24,75.23,11,0,1,0.17,0,0,0,none,0
5611758b-6435-4fd2-aa4f-b4f8e8b8bd48,180.08,19,0,1,0.139,0,0,0,none,0
a1ff7703-9810-4aa4-9bbb-985108d7505d,22.92,22,0,0,0.27,1,0,0,none,0
c4bf2cc0-ad29-4060-99f1-767f2c75be01,124.31,9,0,0,0.249,0,0,0,none,0
3ab39a37-e36c-410e-8710-471dd5586015,319.86,17,0,1,0.056,0,0,0,none,0
