review_id,rating,text_length,reviewer_account_age_days,reviewer_total_reviews,hours_after_task_completion,same_ip_as_reviewee,account_review_burst,text_similarity_score,fraud_type,is_fraud
1105128f-f5e2-4e7a-b46d-b0fddf83fff4,4,69,833,74,100.5,0,0,0.083,none,0
08ac51d3-d8b9-450c-b64b-aecc73b4523a,4,226,531,33,230.42,0,0,0.277,none,0
49b99257-b582-4a75-bd76-5466e8e7dc30,4,213,544,52,94.79,0,0,0.04,none,0
e56dba6d-028a-45c8-9b89-64144e8b2048,2,205,270,65,237.84,0,1,0.187,none,0
b686fd5d-95d9-48f1-935f-3bc335736f58,4,209,472,139,180.91,0,0,0.062,none,0
010db0a6-23fc-4d88-8472-4fc1f463ff66,3,106,174,29,111.56,0,0,0.058,none,0
9c2580e7-a3d2-433c-88a9-66f9da3fac3f,1,49,6,2,1.03,1,1,0.91,fake_negative,1
cb91df8c-ba24-4ec0-9c11-514da3d539ae,3,259,674,7,12.33,0,0,0.039,none,0
774607eb-7c4d-4eee-9e84-dff80cac2e10,5,59,233,101,16.41,0,0,0.106,none,0
a923bd6b-f776-4a13-a959-2ebdbf447c44,4,202,430,103,170.54,0,0,0.207,none,0
27ab0329-362c-4d48-86ad-2c191902f2c9,3,204,253,144,196.22,0,0,0.326,none,0
bf35941c-5d24-4df8-b104-91296c22c151,3,69,496,28,32.61,0,0,0.284,none,0
ba4a7c76-d440-48b6-8a24-eb8ed84eb7d3,5,196,694,125,72.3,0,0,0.019,none,0
50a5771b-c70c-4615-bf39-ac7af0dfffc0,5,145,463,49,236.75,0,0,0.049,none,0
e912a54d-d888-4ad9-8cd4-0a5e9364e408,4,219,872,88,63.58,0,0,0.317,none,0
d7d104bd-86cc-4689-9307-ec67b24dd5e5,5,49,14,3,0.39,0,0,0.956,bot_farm,1
1d9028f2-8e30-4807-8627-097f57241cc0,5,266,606,142,18.67,0,0,0.12,none,0
d0055f07-95bc-492e-96d6-0c4e670b5884,5,44,10,2,0.46,1,1,0.976,fake_positive,1
72ad54d2-070d-4096-bb7b-238654875750,5,213,898,16,24.74,0,0,0.194,none,0
8f5dd052-030f-49b4-9b3c-999540c0454e,5,33,6,2,1.74,1,1,0.882,fake_positive,1
d2f73a79-c154-4d96-a26b-8db2a6e4a813,5,33,13,1,0.29,1,1,0.728,fake_positive,1
3712a6c2-d4e0-421f-89f5-1b38575aa00c,5,161,819,10,211.4,0,0,0.221,none,0
f8d0a86f-b7ae-4589-b2e1-cfa74464a737,5,245,727,102,52.08,0,0,0.097,none,0
723ded2d-7829-4ccb-88d3-63494d8f9059,3,132,217,5,218.51,0,0,0.011,none,0
b8c42398-b58f-46b2-8b54-483570e4303a,5,33,2,2,1.7,0,1,0.89,fake_positive,1
03691655-4f11-4e61-8f13-7728dffa5d69,5,33,1,1,0.84,1,1,0.787,fake_positive,1
96db7ce2-5d94-4662-8178-e0c26f7178c8,4,178,406,53,200.69,0,0,0.034,none,0
aae2bf97-3451-48d4-805b-7600c46c0934,5,34,8,3,0.18,0,1,0.92,fake_positive,1
bcf0c7d9-b889-4ff2-99c7-4a0c5483b3b7,3,167,235,52,61.01,0,0,0.312,none,0
2f271049-7e44-4ef6-bfa5-569190d5c9d7,4,164,717,142,97.3,0,0,0.212,none,0
e169283e-80e3-48df-9cf2-14f9324c5034,4,286,472,52,54.53,0,0,0.21,none,0
6d0baa39-2e4d-48a2-b5d8-83ebdd735189,3,178,400,100,46.12,0,1,0.096,none,0
8da77d44-de1b-4ae2-9e0a-e5c059791160,5,49,7,2,1.05,1,1,0.883,bot_farm,1
6014dfe0-568a-4878-82a1-72dde7928c0c,4,82,850,52,90.36,0,0,0.298,none,0
97ca4207-3d04-4356-89f5-fac11fae5a51,5,277,304,25,71.57,1,0,0.122,none,0
9de82041-85ec-490a-9613-a529eb7e1c0a,4,254,126,4,194.23,0,0,0.248,none,0
3fb1ac7d-e18b-42fd-9243-3ff076309008,4,90,554,45,186.52,0,0,0.19,none,0
8ef9f39e-0fa3-4369-8bab-8042dd004419,5,34,2,2,0.26,1,1,0.976,bot_farm,1
33887045-8997-4bde-8d1a-3d7ee491eabc,4,264,817,68,236.69,0,1,0.017,none,0
a0c32216-e93a-45aa-ac1f-26e8ddbc2141,1,33,1,3,1.38,1,0,0.805,fake_negative,1
9f6ac1b1-1f40-4318-bd8e-7a910a6ed6b5,4,154,516,111,216.37,0,0,0.327,none,0
1465956e-7c3c-4071-a15b-88d87cdca642,5,159,189,118,130.63,0,0,0.166,none,0
8cecd8ec-e41b-4b1c-aa9c-52cd9940c1d4,5,44,14,3,1.73,1,1,0.875,fake_positive,1
5805d61e-a035-4e07-8991-fed2ab8c0e7b,3,240,223,124,58.34,0,0,0.268,none,0
cfad8281-c298-49e1-bddf-af251874bf6a,5,34,10,3,0.68,1,1,0.922,bot_farm,1
af7dbc14-6af8-4df0-b665-b388bad5f9cc,5,89,233,43,14.74,0,0,0.275,none,0
c3c5043f-a5cf-4b46-8884-3bbc69a7fe2b,5,44,12,1,0.56,1,1,0.976,fake_positive,1
5ed94249-0ce6-4834-838f-cdf2ecaa8cdc,4,230,544,139,146.53,0,1,0.283,none,0
a2e646dc-3825-4c25-b627-94e81e4ef1ec,5,237,665,24,178.34,0,0,0.312,none,0
3acf5f53-6615-4fb9-96f5-114696114bbc,1,131,125,90,101.66,0,0,0.006,none,0
a3eeb2f1-b12d-4e84-b56a-e3c0d7efcab7,5,93,355,87,185.22,0,0,0.151,none,0
c49af553-7f11-4820-9f9f-9115de175e70,1,153,454,109,208.0,0,0,0.004,none,0
0e709ee1-1f3a-4558-9fb1-a7ed20058f85,5,96,454,101,67.26,0,1,0.043,none,0
85cbed61-ffea-4cff-bfc4-b078e42053cf,5,56,450,120,151.79,0,0,0.081,none,0
c2ca7995-3758-427b-9c16-d4b2701f0f20,5,33,2,2,1.58,1,1,0.882,bot_farm,1
f265f106-f713-4d59-92ab-80519f293fc6,1,44,5,3,1.22,1,0,0.83,fake_negative,1
395eedfe-3804-4c8d-a608-7ca3defc548c,4,77,255,59,203.07,0,0,0.113,none,0
d7961b5d-ad76-4302-959b-0fd9b444f003,5,203,883,77,56.81,0,0,0.169,none,0
91950e26-ef24-4695-a18a-1531acd0c7fa,1,283,792,12,239.79,0,0,0.09,none,0
ff900880-7034-425e-ac48-58a0b28f246b,1,33,12,1,1.76,1,0,0.754,fake_negative,1
2d432cde-0fb4-4b3e-bcee-e2b7e357e8ff,4,252,826,38,49.35,0,0,0.088,none,0
892fee71-17f5-4804-ba7c-6464891a4287,5,33,8,1,0.42,0,1,0.82,bot_farm,1
b7098a26-3e3c-474b-a427-fab0abc9d796,5,242,869,87,78.26,0,0,0.261,none,0
dd1eda3d-b991-4fb8-9fb4-259909118cd2,5,130,744,150,175.12,0,0,0.145,none,0
7bc33508-d494-43fa-9cc2-d0118a3d90da,3,151,126,116,41.02,0,0,0.118,none,0
ab159880-aaaa-485e-a66e-bbe211b533b6,4,242,536,20,55.17,0,0,0.145,none,0
a4851b9f-dc78-4a6f-b5e5-ef49b44a8c1b,5,86,121,61,163.57,0,1,0.0,none,0
029963e0-0ca0-4322-9c5b-fde25933185f,4,197,493,88,204.65,0,0,0.136,none,0
0a36b80e-abbc-45fc-a725-50c54167a123,5,33,4,3,1.29,1,1,0.806,bot_farm,1
ab4a5dc3-ed5b-4d6b-a32f-0bdaa7b93166,2,275,717,76,170.81,0,1,0.076,none,0
235dd489-6294-450d-97bf-50429280a768,1,34,0,1,1.94,1,1,0.702,fake_negative,1
6d1c7d77-0925-42c3-9d9a-c65bc53ed9e6,4,149,124,119,52.98,0,0,0.119,none,0
eda13948-f7de-49ea-895c-32a552778a43,2,74,359,17,218.14,0,0,0.003,none,0
ca5ffdfe-5996-4fbd-94c8-3443fee2cb7e,5,266,258,108,123.52,1,0,0.287,none,0
682a27d7-6254-4bf8-86ea-bde655ef6210,1,44,10,3,0.06,1,1,0.951,fake_negative,1
c9c79004-ebb0-41a0-b83c-191a864babc1,5,96,863,29,166.18,0,0,0.213,none,0
c2c63285-21ef-4c9e-9950-078b1f520427,5,75,271,60,161.92,1,0,0.071,none,0
8cab7495-e5d0-4b17-a5e3-68512c25156e,2,135,497,106,81.75,1,0,0.071,none,0
f6d6c21a-6591-4e67-9876-39a27f170a5a,3,230,699,75,217.69,0,0,0.185,none,0
b8123ddf-9169-479b-b2fb-abc6862a0dde,3,283,779,121,111.56,0,0,0.312,none,0
fe91d274-6a59-4526-a4ae-b03d89529741,5,34,8,1,0.35,0,1,0.704,fake_positive,1
1f4de581-f127-4f26-98ba-b8c656ba1368,2,208,465,60,194.48,0,0,0.073,none,0
fed455f0-46b1-4101-bc6b-0f6d74c4ec77,5,62,390,46,38.29,0,0,0.222,none,0
25f5e9c6-b588-4ef8-b646-c1ff7c1401d4,4,143,847,98,173.16,0,0,0.134,none,0
5bac409b-afb4-463b-b1e9-3f324c165732,5,44,11,1,0.36,1,0,0.99,bot_farm,1
c2d3cd66-2ad1-4028-a0cc-19469318e447,5,49,5,2,1.23,0,1,0.832,bot_farm,1
4a0560cf-05f2-4d7a-b9f5-5daf5a760c41,5,126,639,76,162.17,0,0,0.14,none,0
d4fc9b72-eeb1-4137-8b43-faab68e855fe,5,73,343,7,65.58,0,0,0.331,none,0
33758b3f-78ca-433b-be97-e86ff461e2eb,5,34,7,3,0.18,1,1,0.817,bot_farm,1
7db05a9e-6c22-4860-b638-dee68076e047,5,34,9,1,1.64,1,1,0.873,bot_farm,1
54d9bfd1-2b9e-4d72-ac35-6e51a590719b,4,171,535,106,147.08,0,0,0.204,none,0
f701446b-55e2-4b33-8cd3-6678ac12d484,5,33,4,2,1.62,1,0,0.77,bot_farm,1
af044e4e-cafa-4185-a4c5-73f7c1019f67,4,140,678,28,124.54,0,0,0.271,none,0
bfbe48fe-fe82-40f4-a424-2b288954511e,5,119,575,32,78.16,0,0,0.076,none,0
4cdae8c1-f71e-4642-ad2c-f01fa514e578,4,183,585,120,137.32,1,0,0.27,none,0
582bb901-a21b-4fa0-95b2-09397a67dca2,1,44,12,1,1.21,1,1,0.841,fake_negative,1
88f5dee0-696d-4c1b-8301-9d1e6e050381,1,34,6,1,0.44,1,1,0.978,fake_negative,1
2ef19200-d9fd-4a27-802b-a24dda5571a2,1,49,4,2,1.74,1,1,0.727,fake_negative,1
e5bff945-7a33-4f15-bc7c-b8a90a14f1e4,3,55,140,31,222.17,0,0,0.234,none,0
f354eac7-83a8-48df-be4c-b0daf930ec90,5,49,13,2,0.12,1,1,0.864,fake_positive,1
ac37dc8d-43e3-4645-9806-2b47ed84c2ba,1,33,4,3,0.92,1,1,0.895,fake_negative,1
e2a06fda-2009-4ddc-a1e3-691ca134cb70,5,140,121,78,102.56,0,0,0.346,none,0
0ee0192d-f1bd-41cf-9ee4-9583b7e57e21,2,262,742,72,37.19,0,0,0.133,none,0
0b47b117-50ee-4e36-b5e7-e82fd388c5e3,5,247,654,78,221.62,0,1,0.252,none,0
d6310792-c25b-42dc-93ee-2295dd619505,5,296,306,148,64.77,1,1,0.151,none,0
72d74604-f0b9-45bb-b372-baa2b4781d82,5,282,856,127,37.93,0,0,0.252,none,0
1262684d-cc3e-464c-9540-e78e671ab2eb,5,33,10,3,0.09,0,1,0.939,fake_positive,1
54dae763-6c94-477a-9980-970b1d479039,5,97,194,70,218.64,0,0,0.131,none,0
fcfe5bb1-205f-46d3-bd61-def0b0ea5ae6,5,49,6,2,1.76,1,1,0.805,bot_farm,1
c4328a4a-1a76-4909-9586-57094ef2f4b8,5,146,354,131,18.37,0,0,0.253,none,0
d66002c7-34ae-4d7f-91cc-d1aa540a5428,3,259,617,48,17.94,0,1,0.008,none,0
70fd3e6d-d135-45e9-a812-d5536558d2ba,5,49,9,3,1.96,1,1,0.932,fake_positive,1
8fe09762-157b-461d-b39c-8a405b933598,5,80,720,48,142.5,0,0,0.014,none,0
29a3c115-db86-4f50-9d4b-2a2695603c1e,2,267,571,71,141.94,0,0,0.279,none,0
4d9fbc0b-fdb8-4ffb-8a06-030d0862e079,3,64,258,26,136.03,0,0,0.314,none,0
e4716fc8-236f-4295-a265-cdd9139e4576,1,44,3,1,0.85,1,1,0.707,fake_negative,1
f0f49f88-cd8e-408c-82b0-549a814f63fd,1,44,3,3,1.23,0,1,0.878,fake_negative,1
1a587e1e-dbe2-40d9-b2ab-08a009926741,1,34,10,2,1.05,1,0,0.856,fake_negative,1
1096ccce-c066-4471-b9c5-9b2c8da5a1ab,4,197,327,104,53.02,1,0,0.227,none,0
8f918a40-37e7-41f8-ad54-abfcd3ffcab7,5,33,7,1,0.04,1,1,0.858,bot_farm,1
74ca453d-335f-45e1-9abd-6c3b4e6321a8,5,263,595,65,120.99,0,0,0.227,none,0
42362aee-f947-4abb-a74c-17a3261cd581,5,53,532,35,60.25,0,0,0.002,none,0
d9ebf32e-382b-414f-912e-e875043e04b3,5,44,3,2,0.52,1,1,0.882,fake_positive,1
bb53e67b-3090-4c68-b6c7-4f1af86af972,5,44,5,1,0.35,0,1,0.906,bot_farm,1
e798bea8-6f90-4834-831f-cfc220b2211c,4,76,810,67,46.53,0,0,0.085,none,0
bf6ec637-68ac-43f8-91c8-419201a02d4f,3,258,628,10,230.86,0,0,0.063,none,0
c827ee2f-bca3-43dc-bb7f-2233c5e78b68,4,252,606,34,67.13,0,0,0.28,none,0
544a4693-e08f-41ed-ae2e-12c1ebed0ba6,1,44,9,1,1.87,0,1,0.864,fake_negative,1
e4782013-a1eb-48d3-9cd0-49a89a814984,5,44,7,3,1.53,0,1,0.939,fake_positive,1
57f806a5-656d-4a6c-ac52-849d23572408,5,44,6,3,0.28,1,0,0.839,fake_positive,1
e75daf11-828b-4642-bc19-dae0a06b905c,4,96,283,128,78.16,0,0,0.086,none,0
255bde58-e1e3-429a-9bc6-13a82de079bd,4,131,212,114,187.56,0,0,0.045,none,0
f04a56e5-839a-4681-a4b4-ba17bec5f53d,5,83,71,96,36.61,0,0,0.068,none,0
c18a3dea-e825-40fb-b6e2-beeccd471637,2,297,663,49,108.31,0,0,0.095,none,0
22bb45ce-5e22-410b-87e5-16c95d99aa86,5,173,537,14,41.4,0,0,0.001,none,0
388ccaf7-bb0c-4416-b486-cc1312c018b6,5,90,259,7,84.06,0,0,0.12,none,0
cca31707-484c-485a-b2d1-52c46e9d55b7,2,281,297,60,32.42,0,0,0.326,none,0
34695e79-1923-403f-946e-c433d7f454c2,3,239,442,110,109.96,0,0,0.282,none,0
125c434b-485d-452c-9365-9b9a49076f7e,5,34,1,3,0.51,0,1,0.761,bot_farm,1
1d30540e-5d6e-402d-8bed-c3b22c81c27e,1,33,10,2,0.89,1,1,0.885,fake_negative,1
bbf84217-8894-4468-88fa-916ad05d58bf,5,44,1,2,1.66,1,1,0.789,bot_farm,1
5eaa3c6e-0482-47af-a443-c354a234f8e2,5,44,5,1,1.65,0,0,0.723,bot_farm,1
90d826df-fc72-4d3f-87ce-a136b174116c,2,279,414,95,167.6,0,0,0.077,none,0
d2bf052f-a160-4230-a0f8-13c7cc043ffa,4,164,599,54,112.79,0,0,0.038,none,0
de408845-6aab-4ffa-92a4-369274acd6ff,5,154,706,86,238.13,0,0,0.178,none,0
3195a16b-9970-4f8f-b7cc-6070b6a70fa2,5,139,295,82,115.08,0,0,0.23,none,0
628b175f-81dd-41f6-8ae4-708a50f745ce,4,257,510,149,111.32,0,0,0.068,none,0
640d6f16-39c1-4d70-bf19-97dc1a5b3158,1,34,12,3,0.31,1,1,0.746,fake_negative,1
5756e314-f6a6-4ebc-933f-2ca56fea42ee,5,57,865,12,230.16,0,0,0.111,none,0
7078eea6-6458-43de-b186-c5b8301d4b6b,5,104,191,104,128.12,0,0,0.147,none,0
33b5cbc3-ee19-45c6-a5d2-21fde6cee81c,4,195,849,33,55.25,0,0,0.131,none,0
b082e4fa-4ca7-4b3f-9e1b-ccb57276d57c,5,34,14,3,1.59,1,1,0.714,fake_positive,1
16d2d5ff-fdf5-4165-9738-f3441f38af9b,5,56,490,37,140.6,0,0,0.047,none,0
d5d2fca8-1059-4ec8-a6f1-fb2c6ff06cef,4,187,147,61,38.94,0,0,0.128,none,0
4ad8099d-13f4-476d-94d8-5843e0248132,5,33,12,1,1.33,1,1,0.798,bot_farm,1
ff8c97f8-4ede-41ce-bdc3-1c27c8205837,5,49,7,3,1.09,1,1,0.766,fake_positive,1
7a0a9c9c-98cf-4c50-9a4a-c26c3d438c60,4,217,142,106,77.26,0,0,0.254,none,0
f3791227-94e3-4d9f-985f-d2a09af37144,4,232,197,43,113.83,0,0,0.269,none,0
a153b9ef-0104-42a3-976f-cac1cb46d39a,5,49,13,3,1.4,1,1,0.842,fake_positive,1
8d2b96cb-a347-404b-9278-1f11bd1c0bfc,5,213,393,65,162.86,0,1,0.315,none,0
15bed3ae-85ca-412b-b646-298404b61b72,5,100,764,125,182.69,0,0,0.212,none,0
87067b6d-37a2-4033-bb0c-205fa24700a0,5,256,62,97,56.64,0,0,0.167,none,0
94ed2201-c408-45ad-a414-aca27110df9e,4,175,511,46,27.44,0,0,0.088,none,0
60c10edf-c6c1-42f7-9702-17a74fed7483,4,110,357,11,33.2,0,0,0.171,none,0
d29c8cfe-be4b-4071-984d-0c0db30e8c62,5,34,5,3,1.24,1,1,0.931,fake_positive,1
922fc1db-89d4-40b5-819b-e38c706df7df,5,241,422,94,204.14,0,0,0.061,none,0
0d1ad352-1485-4e7f-a927-ad0a48b1e22a,2,229,484,149,81.19,1,0,0.223,none,0
81adf707-987b-4440-9be9-99f7abfd905f,3,298,316,69,214.8,0,0,0.279,none,0
1c25a17a-edcc-49a8-bbec-be56eb38bfcb,4,149,67,59,25.06,0,0,0.025,none,0
ea00d76c-d149-44cb-b87d-e198a903d614,3,122,64,129,202.73,0,0,0.233,none,0
37da4207-a382-4cf4-b1c9-c5d93ac4dd8a,5,205,837,50,69.3,0,0,0.19,none,0
e7fe1a05-a270-4ce2-9cf7-b219b1d1892f,1,130,487,144,146.31,0,0,0.035,none,0
49a81a9a-c105-4a84-9909-9ebdd22925fb,5,184,350,20,165.34,0,0,0.309,none,0
ebcea658-653c-419a-9df6-92d4e82a97b1,4,66,363,97,144.35,0,0,0.336,none,0
11134c63-a6d3-4caf-a563-eb5f7419d104,4,123,785,118,61.59,0,0,0.289,none,0
d030a047-7a8d-4332-af02-7ddab35976fb,4,295,263,44,36.85,0,0,0.271,none,0
835f5936-6a78-4f45-8d5d-602534c67230,4,101,437,123,16.89,0,0,0.134,none,0
aed87bfa-135a-48b3-9de7-0405d548e124,2,113,519,13,92.03,0,0,0.194,none,0
33b0e0f1-9d4b-44de-9075-0e85ca93fbdf,5,79,590,87,153.67,0,0,0.094,none,0
2ab27e85-9fec-4158-824e-5e7e35d0083a,4,122,620,83,141.78,0,0,0.093,none,0
c501c5eb-1e08-4ac8-9b37-d0e71adc952a,5,67,667,36,30.59,0,0,0.316,none,0
97b8d602-ef7a-4c7c-9354-3ca5b0bd8b23,1,49,1,1,1.14,1,0,0.832,fake_negative,1
55bb7d27-472d-477d-86d2-1118e972c1d8,5,49,12,1,1.78,0,1,0.758,bot_farm,1
