task_id,title,category,budget_aud,description_length,num_bids,poster_account_age_days,poster_avg_rating,poster_completed_tasks,payment_method_verified,is_rush,asks_contact_outside,suspicious_keyword_count,fraud_type,is_fraud
40013295-db42-4ac6-a4fc-b317f71d73ab,Urgent wire transfer agent needed,IT Support,4364.21,28,1,4,1.8,2,1,1,1,1,reshipping,1
de0eccdb-23e7-4fa0-bb26-791d96d9ab49,Event photography,Delivery,307.58,235,12,379,4.6,21,1,0,0,1,none,0
7af7e05e-2516-4303-b887-642e037c3c99,Website bug fix,Photography,261.51,293,7,126,3.6,47,1,0,0,1,none,0
15ecdc3c-a675-43c8-840a-cb58b9f7e786,Home cleaning service,Delivery,104.07,170,17,448,3.9,80,1,0,0,0,none,0
f044d9af-f95a-4e09-a8c9-a27b3c388157,Deliver package,Electrical,143.08,206,17,164,4.5,54,1,0,0,0,none,0
d4eb1949-4b5c-4582-b692-347c49a81caa,Data entry job send bank details,Electrical,1211.71,20,2,2,1.3,0,0,1,0,2,upfront_fee,1
128098d5-fc2a-4bb7-ba9d-ce95921ed454,Math tutoring,Design,344.07,227,13,494,4.1,39,1,0,0,1,none,0
95096615-05da-4aa6-a1fa-5daf52156c29,Event photography,Electrical,187.37,172,16,703,4.2,43,0,0,0,1,none,0
c9582354-caa6-4390-a01f-2af344414bd8,Electrical repair,Photography,434.45,141,17,407,4.6,35,1,0,0,1,none,0
ebe6cbdc-8647-4ec6-9c74-f368670ddec8,Logo design,Delivery,134.28,131,13,367,4.7,54,1,0,0,0,none,0
a6e38356-0c08-4c0a-8ef8-01f03dc821a7,Fix leaking tap,Gardening,477.48,121,6,565,4.8,45,1,0,0,1,none,0
2fea6263-50b3-4f94-b380-d6fbfaa6bbc1,Event photography,Design,395.44,126,20,72,4.3,26,1,0,0,0,none,0
c62fa74e-7e21-4274-9421-e7a886e6514c,Electrical repair,Cleaning,271.85,264,15,188,4.3,16,1,0,0,1,none,0
3319c536-031f-44ac-abbe-95535ab7c57c,Logo design,Moving,100.9,249,23,559,4.4,30,1,0,0,0,none,0
3c4b0a21-d3bd-434e-8a72-4cb685ebd07f,Website bug fix,Delivery,57.77,193,24,571,4.2,8,1,0,0,1,none,0
d69b25f9-53bb-4598-b2c5-c1b85c8b66e8,Electrical repair,IT Support,49.22,158,10,629,4.6,66,1,0,0,1,none,0
6e79528a-e2f2-458e-b651-33a17677e033,Garden trim needed,Tutoring,495.03,151,20,187,3.6,29,1,0,0,1,none,0
49fedba3-df9e-469c-a547-9442e9f3a8a5,Math tutoring,Photography,175.7,256,13,529,4.7,41,1,0,0,0,none,0
a011b380-be34-4113-accb-9d0139d4bea7,Electrical repair,Cleaning,450.0,222,25,181,3.6,50,1,0,0,0,none,0
7f1f7600-5a2b-4885-b2e9-79167f97f99a,Data entry job send bank details,Electrical,1346.0,24,1,2,0.7,2,0,1,0,4,upfront_fee,1
2952f0d8-2ec2-4df7-b754-d774c05ad413,Logo design,Moving,144.55,189,20,461,3.6,57,1,0,0,0,none,0
7b5dd381-048a-4fb4-83ab-ef90c7dfa01d,Garden trim needed,Moving,468.43,200,17,637,4.1,22,1,0,0,0,none,0
0126e3c7-29af-41d6-888e-c4fdc6ff6972,EARN $500/DAY WORKING FROM HOME!!!,Cleaning,3077.23,45,0,4,0.5,2,0,1,1,2,upfront_fee,1
c8d72f9a-712e-415e-8b5f-5b115ec686ce,Website bug fix,Gardening,234.79,270,20,333,4.0,80,1,0,0,1,none,0
1b025436-a1e8-4bc6-819d-b773989a24dc,Logo design,Photography,128.12,189,16,519,4.0,34,1,1,0,0,none,0
a933d047-69e4-470a-88f0-419e460b8ad6,Fix leaking tap,Tutoring,349.99,150,17,252,4.9,79,0,0,0,1,none,0
42dbd492-681f-49cf-85c2-a636056f27d2,Work from home unlimited earnings,Design,3452.79,38,0,2,1.6,1,1,0,0,3,upfront_fee,1
ae2d3a90-b44b-48eb-b69b-c89424ba3f3b,Fix leaking tap,Moving,84.85,148,6,46,4.5,29,0,0,0,0,none,0
b1dfd977-b359-4b81-b011-a912c7f07376,Garden trim needed,Gardening,202.13,220,3,606,3.9,13,1,0,0,1,none,0
46378d7f-ed32-4501-a78c-07815fcd3933,Math tutoring,Gardening,224.75,160,5,351,4.4,72,1,0,0,1,none,0
551519dc-851a-4c99-8f89-2ed637467d87,Home cleaning service,Electrical,415.61,225,6,303,4.4,72,1,0,0,1,none,0
b17b82db-ee8d-4ace-8a05-b0a6931e399b,Electrical repair,Cleaning,485.85,273,7,306,4.9,50,1,0,0,0,none,0
d1252088-16d3-4cb2-9778-3ec254c09126,Electrical repair,Design,296.04,236,19,433,4.6,30,1,1,0,1,none,0
752c0939-e7d9-45f9-a008-1a0f9ee97b43,Deliver package,Tutoring,340.0,203,18,553,3.9,63,1,0,0,0,none,0
3970d6f4-dbc8-4e31-9da3-e106575d8ab6,Home cleaning service,Delivery,442.51,293,13,308,4.9,10,1,0,0,1,none,0
5c2fab0d-2d02-489e-9156-eaacfc169ae8,Fix leaking tap,Design,228.97,133,9,333,4.5,19,1,0,0,0,none,0
02fbc194-3ae0-4f11-8fa4-96fc9fb3bc9a,Deliver package,Electrical,121.79,201,19,471,4.3,11,1,0,1,1,none,0
6eef4741-b1d1-457b-b5fa-1e6982099d86,Electrical repair,Photography,331.49,114,13,703,4.3,42,1,0,0,0,none,0
2afdf3e1-b7f2-424e-9ed9-17efa8833053,Math tutoring,Design,422.27,233,21,268,3.6,68,1,0,0,0,none,0
eb21c8d2-35ce-4db8-98ea-2f7a79a79aff,Website bug fix,IT Support,85.13,241,9,338,4.0,43,1,0,0,1,none,0
2188bff3-fa92-4e01-8569-e7e0790f7e9c,Event photography,Gardening,492.28,167,12,71,3.7,43,0,1,0,1,none,0
ee00ee4b-a45a-4c48-8de0-1cdb9f75d81b,Home cleaning service,IT Support,128.53,201,14,336,4.0,28,1,0,0,1,none,0
82d4e2aa-ba1d-4356-a589-60435c75e0ea,Need help moving furniture,Design,85.36,111,4,503,3.6,60,1,0,1,1,none,0
9b1ff9ef-1d76-4fc6-a5b1-351a4a7dba34,Deliver package,Moving,480.4,210,10,599,5.0,29,1,0,0,1,none,0
a657a43a-45d3-46b8-abf2-b2b58416fdd4,Re-ship luxury items earn $1000/week,Moving,4862.94,64,1,7,1.6,2,0,1,0,3,unrealistic_pay,1
e7078805-006e-4862-8ff7-f8986326f0ea,Need help moving furniture,Moving,495.17,133,19,572,4.9,59,1,0,0,1,none,0
fb27f6d2-1c42-4a3a-8b3b-cfeaa8b20890,Work from home unlimited earnings,Cleaning,4748.62,80,2,3,0.4,1,0,1,1,2,reshipping,1
e1659722-c016-476a-9f69-d938998b5114,Home cleaning service,Plumbing,87.81,162,5,42,4.4,58,1,0,0,1,none,0
f25a0eb8-956c-426d-9803-46d8d49d24af,Deliver package,Tutoring,339.96,146,9,419,4.3,43,1,1,0,0,none,0
7c333d04-cf29-4895-99e0-c9d0642fc79b,Urgent wire transfer agent needed,Electrical,2137.4,20,1,2,1.9,0,0,1,0,2,reshipping,1
15cee77e-bd7a-403e-9c03-827810ce14d3,Garden trim needed,IT Support,241.97,262,13,129,3.8,7,1,0,0,1,none,0
51d7ecfe-bd79-4575-913c-fd57d76dce82,Garden trim needed,Moving,463.93,249,17,152,3.7,23,1,0,0,1,none,0
e070a285-37c6-4ba5-889e-2f6bcd1f75a0,Home cleaning service,Gardening,173.69,108,22,419,3.6,51,1,0,0,0,none,0
9d87fff4-fa98-4ffb-8568-a297d6867878,Garden trim needed,Electrical,293.33,287,5,565,4.5,27,1,0,0,1,none,0
b9e69d48-dc73-4bdd-8d26-a3a4021167de,Guaranteed income send $50 fee,Cleaning,3639.39,47,1,7,2.0,1,0,0,0,1,reshipping,1
012a8976-5719-4792-aa84-1f7d2e3ebbac,Website bug fix,IT Support,283.98,123,3,363,3.5,20,0,0,0,1,none,0
0708906c-d9c2-4742-9d7d-1e407fb48952,Website bug fix,Tutoring,421.62,210,16,88,4.5,40,1,0,0,1,none,0
989810c6-9e42-4b22-a1e7-2aed501be28f,Logo design,Moving,96.92,127,9,583,4.7,77,1,0,0,1,none,0
47aa7823-d2f0-4cd9-8c3c-f8bc9e2818be,EARN $500/DAY WORKING FROM HOME!!!,Plumbing,2907.65,20,3,7,1.3,1,0,1,1,3,unrealistic_pay,1
a371b535-2464-494b-9590-54ead3230dc9,Need help moving furniture,Delivery,108.84,279,22,518,4.6,35,1,0,0,1,none,0
64b5f1b4-cb6c-4daa-9e59-235d81e1bdf7,Easy money click ads all day,Design,3232.61,67,0,2,2.4,0,0,0,1,4,reshipping,1
359b5799-b2f2-443f-be03-a9746fa541b6,Fix leaking tap,Tutoring,353.64,268,8,581,4.4,15,1,0,0,0,none,0
922ec584-4867-4c55-bb30-84f2f42fd591,Mystery shopper upfront fee required,Electrical,2175.08,60,0,4,2.3,0,1,1,0,4,upfront_fee,1
20eb3c59-3818-4f84-90c7-5d9827ba7ae2,Need help moving furniture,IT Support,193.27,160,19,569,4.3,49,1,0,0,1,none,0
9134ab72-9cca-42c3-a5a3-3ada10e7734e,Math tutoring,Moving,426.99,248,15,672,4.4,54,1,0,0,1,none,0
88a955ae-38ad-466c-a52b-8623ebf775cf,Garden trim needed,Cleaning,172.8,241,16,97,4.2,57,1,0,1,0,none,0
daf95a33-9a84-4def-8025-9e97262d0a41,Garden trim needed,Design,320.57,116,6,723,3.6,11,1,0,0,1,none,0
f8fa5aef-acef-41fd-9c88-2702e4c309c4,Logo design,Photography,409.5,270,13,200,4.4,51,0,0,0,0,none,0
6d08cb0b-f5f3-48e2-91df-6a22023863c4,Deliver package,Moving,484.67,243,4,624,3.8,26,1,0,0,0,none,0
ab6b0434-6c4c-41c4-b702-29c7ea9cdf74,Website bug fix,Design,141.99,167,3,573,3.8,33,0,0,0,1,none,0
5e7518e7-116c-4b2a-99c1-89fee816ea64,Electrical repair,Electrical,248.43,277,7,396,4.4,32,0,0,0,1,none,0
c52b90dd-cc71-4d46-85ed-75d1f5f45261,Event photography,Electrical,95.16,212,11,477,4.8,60,1,1,0,0,none,0
b9ec92ca-94e1-43ab-ad56-1e8da8e29e68,Electrical repair,Moving,210.65,138,20,37,4.9,41,1,0,0,0,none,0
86b74118-f1e7-4a34-99a1-318ceb85828f,Math tutoring,Delivery,300.15,296,21,349,3.7,31,0,0,0,1,none,0
e4b5c0c1-89a6-4353-b8ca-07159c4c12ae,Mystery shopper upfront fee required,Photography,1962.72,62,3,6,0.8,0,0,1,1,3,reshipping,1
005eb524-113b-4f2f-a82d-b937364328b1,Fix leaking tap,Cleaning,24.16,113,13,122,4.0,50,1,0,0,0,none,0
002fdb55-0e87-47f3-8eef-af85b8efaa10,Data entry job send bank details,Electrical,3888.0,64,1,1,1.6,1,0,1,0,3,fake_job,1
4bc87193-acd4-4907-abf6-8ecf59a53505,Data entry job send bank details,Delivery,1628.09,32,3,5,0.9,2,0,1,0,2,unrealistic_pay,1
d9a1a0c4-36c8-44d7-93be-730781c0d31c,Garden trim needed,Gardening,472.11,246,13,297,4.8,78,1,0,0,0,none,0
078cfd96-30a1-4d46-a088-6377a066a5a8,Event photography,IT Support,105.33,132,12,659,4.9,15,1,0,0,0,none,0
a718a11c-35b6-42ed-a1da-ce6cd06739d8,Guaranteed income send $50 fee,Design,4933.74,77,3,0,1.1,2,0,0,1,1,unrealistic_pay,1
4757ad19-1b6f-4ab4-95f0-cc22b776d5a1,Electrical repair,Moving,168.69,131,24,600,4.5,34,1,0,0,1,none,0
0369d3c7-6c8b-4068-aa03-7e77abb6148c,Event photography,Gardening,407.86,230,25,550,4.7,49,0,0,0,0,none,0
e341e6f4-57d4-4daf-a6ed-e1583275d211,Logo design,Gardening,175.65,152,21,674,4.7,55,1,0,0,1,none,0
074e0134-e8cf-44cf-976e-6ac422e739dd,Deliver package,Moving,477.69,110,9,470,4.3,78,0,0,0,0,none,0
5e58f0ad-9577-454c-abf1-5cb73673923c,EARN $500/DAY WORKING FROM HOME!!!,Gardening,2176.1,58,3,2,2.4,1,0,1,1,3,fake_job,1
8243c7a5-5fea-4311-8f35-b9d4ba7b4ac2,Need help moving furniture,Cleaning,156.83,250,10,42,4.6,45,0,1,0,0,none,0
cb795af0-8124-46c2-8de0-ce65a2021207,Event photography,Photography,474.21,136,20,727,4.4,5,0,1,0,0,none,0
b9ebdb91-cd2d-4dd8-b45e-e705691a4c05,EARN $500/DAY WORKING FROM HOME!!!,Electrical,2471.99,46,1,6,1.2,1,0,1,0,2,upfront_fee,1
1474b53d-1393-4e98-abe5-c8d4a1bb8395,Fix leaking tap,Plumbing,314.84,222,10,600,4.2,12,1,0,0,0,none,0
6769f6cc-8444-4d95-a1f1-d7648f5ee47b,Garden trim needed,Delivery,120.41,251,13,344,4.2,38,1,0,0,1,none,0
87015167-b0a0-4657-8c63-4488623b6785,Logo design,Cleaning,215.42,152,8,92,4.6,56,1,0,0,0,none,0
07b5eda0-5418-45c2-a758-12b48e18e41e,Event photography,Moving,405.08,276,12,224,4.5,51,1,0,0,1,none,0
8fa513eb-9e2c-4c7e-8720-233fcf32eee0,Fix leaking tap,Tutoring,465.06,131,6,175,3.9,28,1,0,0,0,none,0
cf1a52ab-696b-4149-8b6d-cb9a3c8acb78,Fix leaking tap,Design,161.1,231,20,518,3.6,66,1,0,0,0,none,0
0724a25b-9b53-4dff-91e2-4902124436a2,Logo design,Delivery,179.8,108,7,669,3.5,78,1,0,0,1,none,0
84b3ff36-3e8f-4560-acb9-d4449054c1e8,Work from home unlimited earnings,Design,3589.55,75,1,1,2.2,0,0,1,1,4,unrealistic_pay,1
33484eeb-78e2-41b5-9434-29df4d0e6302,Website bug fix,Gardening,167.7,124,5,45,4.6,9,1,0,0,0,none,0
57247998-7723-42a3-844e-0b7d63d23dd3,Event photography,Plumbing,290.63,142,7,327,4.3,31,1,0,0,1,none,0
1d5925b7-536f-4d58-9106-47d525797cdf,Guaranteed income send $50 fee,Electrical,3900.24,28,0,5,0.1,1,0,1,0,4,unrealistic_pay,1
c957dff4-bf36-4d4d-a29f-f759bcced2ad,Logo design,Photography,327.86,254,13,193,3.9,13,1,1,0,1,none,0
43bb5c2f-fd04-42ea-89b7-154ec1ed743a,Data entry job send bank details,Cleaning,1736.84,54,2,2,2.0,2,0,0,1,1,fake_job,1
cd74a45c-dac1-4976-9b8c-31373a1ef190,Urgent wire transfer agent needed,Tutoring,2967.95,21,3,1,0.3,2,0,1,0,3,upfront_fee,1
fc827259-a53c-4606-a9bb-1ac385825962,Easy money click ads all day,Plumbing,1030.38,39,0,2,0.9,0,0,1,1,4,reshipping,1
d6fee616-8138-4bb1-ba03-d7722de19f99,Need help moving furniture,Photography,228.65,106,4,643,3.6,38,0,0,0,0,none,0
85527ab6-c345-4641-ac56-f3005e1084b2,Data entry job send bank details,Cleaning,2148.59,58,0,0,2.3,0,0,0,0,4,fake_job,1
a13d9bc2-0d75-4d05-8410-af5a5d843221,Fix leaking tap,Design,135.74,249,5,40,3.9,73,1,0,0,0,none,0
b4dde0cc-c39b-4d39-9aad-59d6758035fb,Electrical repair,Tutoring,399.09,299,11,725,3.5,36,0,0,0,0,none,0
dee69924-7050-45d3-8ae5-634bdb5f0499,Fix leaking tap,IT Support,50.85,107,21,270,4.2,17,1,0,0,0,none,0
0957a7f8-db1c-4372-b070-247e6cdab965,Event photography,Gardening,481.59,160,8,633,4.4,76,1,1,0,0,none,0
b4ff696d-aca0-49aa-a36a-d151aafcd048,Electrical repair,IT Support,348.67,183,14,641,3.8,60,1,1,0,0,none,0
f9ae0199-5811-4c8b-add1-1eb838183787,Math tutoring,Photography,216.09,292,9,458,4.9,40,1,0,0,1,none,0
af3e16ff-d6c0-40a4-a882-ddeea66add46,Garden trim needed,Plumbing,407.35,224,20,497,4.5,48,1,0,0,1,none,0
aa5fd621-b8dd-468e-8f77-df2a0590cbb9,Deliver package,Gardening,123.42,262,23,705,3.9,8,1,0,0,1,none,0
5778d612-93cd-4d52-a237-345a69a58a01,Data entry job send bank details,IT Support,3785.73,48,2,2,0.3,0,0,1,0,1,reshipping,1
2d15876c-04ef-4d70-9378-25a5129c3e3b,Math tutoring,Gardening,88.31,158,17,288,4.2,64,1,0,0,0,none,0
2b67c4d8-5fe1-43a7-b9f6-280eed8fb6f2,Deliver package,Gardening,22.7,295,20,599,4.9,70,1,1,0,0,none,0
2668330f-854e-41f9-881d-b74ae95e250d,Math tutoring,Delivery,126.68,204,20,315,4.2,73,1,0,0,1,none,0
0e735c1d-a22e-4291-971e-80a7863374d3,Data entry job send bank details,Tutoring,1462.94,72,2,4,0.3,2,0,1,1,2,upfront_fee,1
221a2ed3-d7bc-45de-aa3f-4662fe170246,Electrical repair,Design,298.45,184,3,307,4.2,26,1,0,0,1,none,0
f3e36e18-a783-4264-9e34-3e85beef82f7,Garden trim needed,Tutoring,385.74,227,6,187,4.5,47,1,1,0,1,none,0
f1fc4c54-e014-409b-98fa-4173fbe06f41,Guaranteed income send $50 fee,IT Support,3130.52,72,2,1,1.7,1,1,0,1,2,fake_job,1
b8ca48af-46f2-4005-bd65-a5ac6e8e5988,Deliver package,Cleaning,301.55,293,16,229,3.8,25,0,0,0,0,none,0
6edc7288-8d4f-44cd-a3b3-ffccfd31874b,Home cleaning service,Gardening,225.39,197,15,504,4.4,72,1,0,0,1,none,0
94235ee5-1d05-48c8-98ba-4a02ac5ecab7,Website bug fix,Gardening,144.37,174,5,144,3.6,80,0,0,0,1,none,0
a4a559ab-650b-4057-a6b8-3917c452db66,Home cleaning service,Electrical,108.15,127,17,580,3.9,79,1,0,0,0,none,0
89d21d5a-c255-464b-ad99-4426e1bfffb4,Easy money click ads all day,Photography,4926.11,68,2,7,1.3,2,0,1,1,1,unrealistic_pay,1
22c1ab6c-8b3c-41ea-8d83-ce37748126bd,Need help moving furniture,Gardening,113.55,217,12,217,3.9,31,1,1,0,1,none,0
8281f2f4-818b-452c-8c88-e7dd8f932817,Math tutoring,Gardening,173.52,112,8,71,3.5,46,1,0,0,0,none,0
1c20f56a-274f-4e94-856b-dfb8c880f0a7,Event photography,Cleaning,279.6,185,13,139,3.6,44,1,0,0,0,none,0
f807055f-809b-47a4-b157-a948ffbb0d3b,Event photography,Tutoring,122.22,290,17,304,4.9,73,1,0,0,0,none,0
427d8adc-eb13-43d7-be5f-6f5f00e64503,Data entry job send bank details,Plumbing,4827.43,48,3,0,1.8,1,0,1,0,3,fake_job,1
1843a50c-6ef7-4599-8d38-1e9fcb36baef,Fix leaking tap,Delivery,87.17,149,7,488,3.9,73,1,0,0,0,none,0
8ae80cdd-45ea-4f49-8d95-7a731da95e94,Fix leaking tap,IT Support,366.2,233,11,131,3.9,71,1,0,1,0,none,0
2fa05414-b7cf-490c-9b2f-049241b2ea2b,Data entry job send bank details,Electrical,1967.82,64,2,2,0.5,2,0,1,0,3,reshipping,1
3422802c-1d3e-4b06-a006-9132196f16a0,Home cleaning service,Photography,374.89,168,15,257,4.8,29,1,0,0,0,none,0
5d976380-53e8-4119-ae14-04221946d663,Home cleaning service,Tutoring,380.35,198,20,429,4.1,39,1,1,0,0,none,0
e9707c7d-178e-4917-836a-2b1c42ae5a4a,Website bug fix,Gardening,274.06,236,16,47,4.3,34,1,0,0,0,none,0
b3a741ae-9f75-4a5f-98f5-5a96534dae66,Re-ship luxury items earn $1000/week,Delivery,2866.78,49,0,2,1.0,2,0,1,0,3,unrealistic_pay,1
06631d16-4ace-428c-9373-290fe521b39b,Deliver package,Tutoring,326.12,242,9,448,3.6,15,1,0,0,0,none,0
7d0b2feb-d038-46b6-857d-f9ea2d13f549,Deliver package,Delivery,65.2,203,21,426,4.7,53,1,1,0,0,none,0
73e1b03c-7370-4756-8749-129fc0e6136f,Event photography,Design,346.11,291,21,584,4.6,14,1,0,0,0,none,0
