user_id,account_age_days,tasks_posted,tasks_completed,completion_rate,avg_rating,profile_completeness_pct,email_verified,phone_verified,id_verified,logins_last_7_days,distinct_device_count,ip_change_frequency,times_reported,fraud_type,is_fraud
c6c800ae-2634-4267-ac67-978ff44d5e9f,8,2,0,0.0,2.5,15,0,0,0,1,8,0.862,4,bot_account,1
328dbe3b-f5a1-41d9-a053-78a83328b6bd,734,72,33,0.458,3.8,70,0,1,0,29,2,0.128,1,none,0
37d7b7d4-bd6f-4f0b-a137-4297d33b2994,6,3,2,0.667,1.7,17,0,0,0,0,7,0.679,9,bot_account,1
e233f45c-fd78-43db-ae44-fadcc5853464,502,72,13,0.181,4.2,81,1,1,1,18,2,0.055,0,none,0
8d40eef1-c511-4178-990d-9ecb1eaa7d99,426,62,1,0.016,4.6,71,1,1,1,11,2,0.047,0,none,0
72a3f322-98f8-4729-9748-eff5fdf2181b,537,69,14,0.203,3.9,93,1,1,1,7,2,0.098,1,none,0
454c44d6-fb03-4dfc-a29b-d85da34af2c2,513,54,34,0.63,4.5,66,0,0,0,20,1,0.12,1,none,0
3d87abc8-523b-455a-b66a-a6287349275a,412,92,66,0.717,3.9,84,1,1,0,3,2,0.035,1,none,0
5fafb6f5-2e42-4ed7-bd33-42db30187753,146,71,53,0.746,4.7,93,1,1,1,6,1,0.051,1,none,0
c0b31557-c3bc-42bb-aa1b-64970e5822c1,820,24,10,0.417,4.6,81,1,1,0,5,1,0.127,1,none,0
7be9212d-267d-482e-8b0b-71d132da96b2,174,30,10,0.333,4.8,81,1,0,1,3,1,0.106,1,none,0
3967b0e4-2766-4cae-8630-ebf047ce0f57,890,82,42,0.512,3.7,84,1,1,0,17,1,0.073,0,none,0
1bbed4e5-e67d-41f7-bbf7-b3d526408a66,3,1,0,0.0,1.6,34,0,0,0,0,10,0.654,5,stolen_identity,1
9d0bdef5-176b-47ef-8c14-084ba701c847,823,23,13,0.565,4.8,71,1,1,1,20,2,0.066,0,none,0
385ca557-0b30-457c-a381-7f2806d9a8da,905,34,8,0.235,4.8,87,1,1,1,20,1,0.112,1,none,0
888c6a19-7b9a-4138-9bcf-bd3e2919105c,299,10,3,0.3,5.0,88,1,1,0,22,2,0.108,1,none,0
61a4114a-3270-4d8d-9566-f2a3cfa5ac17,8,1,1,1.0,0.9,34,0,1,0,1,4,0.589,10,fake_profile,1
05cb1026-49fe-4b4c-b533-989a49d75617,707,85,76,0.894,4.8,95,1,0,0,14,2,0.101,0,none,0
a44b53e1-2cb5-4f62-a69b-e06361587d4d,131,100,84,0.84,4.1,91,1,0,0,22,1,0.082,0,none,0
c967f6fb-1724-4250-a950-c6373bc00e5d,517,81,21,0.259,4.5,79,1,1,0,17,1,0.013,1,none,0
cefaf5c6-020b-42d9-94c2-0bdcae095b59,8,0,2,2.0,0.8,38,1,0,0,2,6,0.643,8,fake_profile,1
7d98ca02-9e2e-4cb0-8789-0de562116ce8,1,0,2,2.0,1.8,28,1,0,0,0,9,0.958,7,fake_profile,1
87f7bd95-405e-4656-ba22-413e250685b2,866,10,1,0.1,4.7,78,1,0,1,24,2,0.122,0,none,0
1b5b3f7e-b122-4418-8ef0-7347c3363431,399,62,27,0.435,4.3,97,1,1,0,29,1,0.121,1,none,0
04ea57f2-137c-4841-9604-7a03a45a3acb,639,87,24,0.276,3.6,88,1,1,0,26,2,0.084,0,none,0
082b875a-7974-4724-8533-28049d83dbc7,9,2,2,1.0,0.5,38,0,0,0,0,8,0.892,5,fake_profile,1
2c53e3dd-d0dc-43a5-b03a-6eb05edae204,5,3,0,0.0,0.9,18,0,0,0,2,9,0.911,10,fake_profile,1
f9f2aa20-b2b5-451d-92bc-ba71ad29309e,504,56,26,0.464,4.1,82,1,1,1,21,2,0.032,0,none,0
b791da2d-74c6-44d8-a4b0-5958ddb7deaa,799,53,17,0.321,4.8,72,1,0,1,7,2,0.029,0,none,0
3a60561a-7f03-40eb-85b3-2747d501212f,40,77,32,0.416,3.9,67,1,1,1,27,2,0.024,0,none,0
ecdf8dfe-edfd-4840-8136-4a427f541850,10,0,1,1.0,0.0,21,0,0,0,0,4,0.919,8,stolen_identity,1
68dc7b38-4f53-497f-a3cc-3fed2fb3d2fb,149,9,8,0.889,4.0,66,1,1,1,25,1,0.126,1,none,0
d9de47b9-668c-4cf4-9a64-aaf0030c7099,423,62,3,0.048,3.7,81,1,0,1,9,2,0.134,1,none,0
89cfd51d-e317-4b52-85a0-9a3c0192478a,513,89,68,0.764,4.9,67,1,1,1,19,2,0.132,0,none,0
11bc8375-e407-4670-9fa1-c99d3d892fd6,232,93,35,0.376,3.9,89,1,0,1,7,2,0.039,0,none,0
35f9b379-36be-47d2-b09a-f7862c96844e,87,9,8,0.889,4.5,89,1,0,0,10,2,0.02,1,none,0
dcd8b221-de18-4afd-86ab-d3ac00fbede9,163,19,12,0.632,4.6,93,1,1,0,27,1,0.014,1,none,0
b0467d4e-d10a-4fb6-9119-59cc558ddc9a,6,0,0,0.0,1.3,37,1,0,0,1,8,0.936,1,stolen_identity,1
b0a6be8e-5151-45f0-9b8e-692d1cac60c9,4,1,1,1.0,0.5,17,0,0,0,0,7,0.909,3,bot_account,1
2a99682a-4235-45d2-9c5f-68d00e930130,318,41,27,0.659,4.9,88,1,1,0,8,2,0.003,0,none,0
e4ec3b28-f31e-48a2-9bb5-36ac3c335207,400,39,19,0.487,4.4,71,1,1,1,14,2,0.135,0,none,0
d253cb03-6d70-4925-b031-5b8aeff6e13f,726,91,44,0.484,3.9,88,1,1,0,27,1,0.114,0,none,0
a60b04d9-1b89-4ce7-8763-c852588e1581,687,100,22,0.22,4.6,78,1,1,1,13,2,0.018,1,none,0
56d12e6a-80b7-43f8-ad68-e373452b9c1b,802,79,57,0.722,3.7,82,1,0,0,22,1,0.095,0,none,0
cb18597e-4066-45cb-8be9-d895c7f58d1f,951,15,14,0.933,4.5,97,1,1,1,25,1,0.094,1,none,0
c63dbe00-1e6c-4d62-adef-2991e7a98b29,3,3,2,0.667,1.4,35,0,0,0,0,7,0.543,6,fake_profile,1
0b127506-3f29-4aa5-a41f-20c876285b39,593,61,29,0.475,3.9,79,1,1,0,26,1,0.131,0,none,0
90d05839-9d9f-4f0a-9710-ed595951baab,622,50,33,0.66,4.3,71,1,1,1,27,1,0.08,1,none,0
a60e899b-86f5-4c52-afa0-522548c6af78,373,42,38,0.905,3.7,78,1,1,1,20,1,0.042,0,none,0
4f6af9fd-c6b2-407c-b6cf-b02723787eea,837,97,52,0.536,3.7,73,1,1,1,9,2,0.115,1,none,0
440f88f4-a8ca-497a-ae7b-9e1f0f26a83a,452,25,14,0.56,4.3,83,1,1,1,20,1,0.064,1,none,0
91f829e2-b212-4c0d-9bdd-78b9f9143a48,70,74,36,0.486,4.5,96,1,0,0,18,1,0.034,1,none,0
d813520d-5229-41ff-9fa9-5d34f797d4bf,537,47,27,0.574,5.0,75,1,1,1,20,2,0.065,1,none,0
884e1eae-ea5b-47bc-874f-d58e6331a3c2,87,25,25,1.0,3.7,75,1,0,1,16,2,0.067,1,none,0
63007c2d-408a-4ff1-b654-86ffef9df453,3,2,1,0.5,2.5,25,0,0,0,0,8,0.691,2,bot_account,1
e611ee55-7659-4567-aa3a-294bdad68b90,680,48,45,0.938,4.3,77,1,1,1,27,2,0.046,0,none,0
b1910585-5be2-40a8-ac5c-d6de91cf3431,223,26,22,0.846,4.1,78,0,1,1,22,2,0.009,1,none,0
ff924a8d-a285-4c27-8219-74310287a567,966,25,1,0.04,4.2,84,1,1,0,4,2,0.112,1,none,0
888e1d4b-d033-43d7-9cd7-fd09c20d9daa,950,35,5,0.143,4.7,90,1,1,1,23,1,0.038,1,none,0
3f80b8e6-de0d-4977-9a61-534b70818ebd,8,1,2,2.0,2.1,39,0,0,0,0,3,0.712,8,stolen_identity,1
fcd73713-5853-4a01-93d0-8f617eb82119,10,3,0,0.0,0.1,23,0,0,0,2,10,0.969,4,stolen_identity,1
29ab8208-2660-43e7-8fcc-a6fd96537c24,107,14,3,0.214,4.2,86,0,0,0,30,1,0.135,1,none,0
240856eb-8b91-4f28-b54c-024508816bab,811,34,1,0.029,4.1,69,1,1,0,25,1,0.001,1,none,0
53b2bb1e-18f5-408b-949e-458ba66900fd,9,3,1,0.333,0.8,18,0,0,0,1,7,0.955,6,bot_account,1
09398fbb-63ae-484f-bc88-4d1a8a6d7569,9,1,0,0.0,1.9,24,0,1,0,0,8,0.933,2,fake_profile,1
956e965e-e347-4fc3-9013-bdf576a6cc7d,696,23,4,0.174,3.8,99,1,1,0,4,1,0.122,1,none,0
5c0ee080-92dd-4314-9935-04d7b33c7579,455,97,89,0.918,4.7,96,1,1,1,8,2,0.121,1,none,0
2ad06fed-f398-45b7-adbd-831238959999,674,38,2,0.053,3.6,66,1,1,0,11,1,0.003,0,none,0
0c022dd6-2c3a-41d6-9421-6cd76e7a143f,804,59,1,0.017,4.0,81,1,1,0,24,2,0.133,1,none,0
ab6985b7-f91c-41c5-a0f7-4e29e33ca6d3,950,91,69,0.758,4.3,97,1,0,1,6,1,0.097,1,none,0
9ed2dc08-910d-40ad-96ca-c83b1361cf22,899,39,26,0.667,4.4,82,1,1,0,3,1,0.057,0,none,0
9d724b40-25af-454f-b1d5-522143d0528f,932,100,27,0.27,4.3,68,1,1,0,3,2,0.103,1,none,0
a912a73f-c3e0-482e-a4b4-541c0d01018e,62,77,12,0.156,3.9,72,1,1,0,19,1,0.118,1,none,0
2b3f0c27-291a-479e-9573-6b3f9ffbcf05,1,3,0,0.0,0.5,37,0,0,0,2,6,0.558,6,stolen_identity,1
d61190ca-0ec3-4b30-8e2d-4912797c3699,617,9,5,0.556,4.8,66,0,1,0,25,2,0.004,0,none,0
f908b1b6-ef5a-4ae6-8cd5-529b8052355a,375,69,61,0.884,4.9,67,1,1,1,29,1,0.082,1,none,0
16fb3669-96d9-4385-b5b2-7bc5e69c5c90,6,3,1,0.333,0.9,24,1,1,1,0,5,0.814,4,stolen_identity,1
57ec63d8-8cc8-466e-91bf-2529a6749515,57,58,44,0.759,4.5,97,1,1,0,14,2,0.138,1,none,0
402f399e-aacb-4805-acdc-dbda770cf8b7,374,95,46,0.484,4.1,100,1,1,0,7,1,0.096,0,none,0
b9d1e908-6ce9-4140-87b9-73bfbad762bd,371,36,11,0.306,4.7,97,1,1,1,27,2,0.095,1,none,0
3e2053ec-3597-4386-b1ad-38ff25fec86e,938,16,11,0.688,3.7,97,1,0,1,16,1,0.124,1,none,0
d770a527-d0af-48de-9bcc-686104cfe60d,249,31,27,0.871,4.0,73,1,0,0,16,1,0.07,0,none,0
b5dc45c6-28a3-4b08-a4a6-a7c8b8ac76b0,724,33,24,0.727,4.5,71,1,1,0,3,1,0.006,0,none,0
8ea5229c-a919-4023-895a-0e9fea4bf045,2,0,2,2.0,1.4,11,0,1,0,1,9,0.932,9,stolen_identity,1
a9f61e87-3ed1-498a-a0d5-4346f36930fa,565,72,58,0.806,3.9,67,1,1,1,6,2,0.001,1,none,0
29762e6c-4bed-4c78-a9c1-e16b24e1fbcf,143,18,8,0.444,4.6,82,1,0,0,15,1,0.112,1,none,0
aeabce02-d72e-472d-9cf0-31e31a52475b,218,5,3,0.6,4.5,70,1,1,1,21,2,0.029,1,none,0
542bc1c6-91f8-4241-bfbe-68a2417ac751,0,1,2,2.0,2.1,26,1,0,0,1,10,0.709,4,fake_profile,1
c8720e47-da7d-4a4e-a842-82235a4be412,779,85,85,1.0,4.3,72,1,1,1,13,2,0.027,0,none,0
49ae023f-1a37-44e9-8a1d-22ba261a8d3b,222,4,2,0.5,4.0,97,1,1,0,16,1,0.076,0,none,0
691d67f5-f318-4ba7-a66e-0c04d3073fbe,404,74,72,0.973,4.2,83,1,1,1,20,2,0.143,1,none,0
8f97ea66-ec54-4844-9e87-7b59de44d388,899,97,74,0.763,3.7,65,0,1,1,12,1,0.135,1,none,0
619897f0-58d3-4ef6-b752-4e82b22b3f39,620,63,53,0.841,4.6,69,1,0,0,29,1,0.02,0,none,0
e4a6796b-c2a7-45c8-979c-c183f4855f8d,587,47,35,0.745,4.8,84,1,0,1,28,1,0.137,1,none,0
83a4918c-ddab-43eb-9af0-bbc539e94dd6,125,100,15,0.15,4.3,69,1,1,0,11,2,0.005,0,none,0
0e7006a7-1947-4bbc-8bbf-801e610ce48f,59,71,55,0.775,4.5,95,1,0,0,18,2,0.057,1,none,0
67709172-aa10-4611-80ac-dfbb67ef6486,536,53,36,0.679,4.4,76,1,1,1,9,2,0.14,1,none,0
ae42c53f-fe34-4229-83c0-8413eb276e3f,498,27,20,0.741,4.4,67,1,1,1,27,2,0.014,0,none,0
ccc6ffdd-7308-42a5-9961-7c33cd88fcdc,980,34,8,0.235,4.9,84,1,1,0,25,1,0.085,1,none,0
8f259925-5faa-48b8-adfc-01765232543d,7,2,0,0.0,2.0,30,0,0,0,1,10,0.616,6,stolen_identity,1
cb8f1192-3255-47c9-b070-5d1ede10f31d,2,2,0,0.0,1.3,34,0,0,0,1,9,0.601,4,bot_account,1
a8f2e490-0e01-4371-ba5e-e99f031b280d,9,3,0,0.0,0.2,21,0,0,1,1,4,0.558,2,bot_account,1
6b43094b-37d7-4b88-bdeb-5f7ef3f8d116,191,2,1,0.5,4.4,99,1,1,1,27,2,0.103,1,none,0
98f4751f-e07e-429a-9a41-d290c3edb2ca,3,1,1,1.0,0.8,14,1,0,0,1,7,0.795,1,bot_account,1
16fbc637-a779-4c88-b1d9-d758a33d36f3,988,95,88,0.926,4.3,76,1,1,0,21,1,0.142,0,none,0
c8e20d21-2de1-4f40-a585-30b4a7ae808e,292,18,3,0.167,3.7,68,1,1,0,5,2,0.035,0,none,0
5e277fed-b9af-4a39-9589-166bb34b68a7,9,2,2,1.0,0.1,31,0,0,0,0,6,0.947,9,stolen_identity,1
b906ecff-44d5-430b-82e9-ce60a9e34dd0,569,24,23,0.958,3.8,96,1,1,1,12,1,0.075,0,none,0
4b28c322-71ec-4d69-afb0-589e1dd95181,215,53,47,0.887,3.6,100,1,1,1,4,2,0.029,1,none,0
12c07b71-1180-44da-b26e-45da65f1e2d3,210,93,81,0.871,4.6,74,1,1,1,21,1,0.142,0,none,0
f6faea98-823f-4a6b-8748-5fbad8187b10,4,2,1,0.5,1.3,35,0,0,0,2,9,0.649,6,stolen_identity,1
899cf8e4-d87e-428a-8513-7810678f5797,309,11,3,0.273,4.3,100,1,1,0,11,1,0.047,1,none,0
e6720f41-cd82-4224-8bb7-dcd1d7fc625f,719,39,6,0.154,4.4,88,1,1,1,12,1,0.1,0,none,0
79190023-688a-4536-bbe9-96851ad522de,775,71,18,0.254,3.6,100,1,1,1,18,1,0.089,0,none,0
859eb3e2-ed72-4c5e-8791-214854e122a1,4,1,2,2.0,0.0,34,0,0,0,1,6,0.659,7,stolen_identity,1
518b4f9d-6d48-4464-a807-ee09c26e8472,7,0,0,0.0,1.1,20,0,0,0,2,3,0.861,8,fake_profile,1
f7ec309c-30f3-4aad-9d96-fa7db069c88f,388,12,5,0.417,4.5,87,1,1,0,9,1,0.134,1,none,0
f2041d3f-5a55-473a-b49e-13cb37204c40,306,74,9,0.122,3.6,70,1,1,0,23,2,0.122,1,none,0
cd3d4dda-4b2f-4351-8790-38597f56f80a,773,11,2,0.182,4.7,92,1,1,1,5,2,0.122,1,none,0
6b2e923f-4ef1-4c18-bfb2-7b6c4cbc45c6,361,25,5,0.2,4.7,90,1,1,1,15,1,0.041,0,none,0
9fa38740-d462-41fc-a035-3e7bd282ebe8,31,65,61,0.938,4.4,69,1,1,1,30,2,0.141,0,none,0
38ccf913-9f1c-4062-a4fe-4264265fd1f9,343,91,38,0.418,4.5,89,1,1,0,4,2,0.071,0,none,0
3e76bfa4-cf16-48c8-85ef-d133aaf9e3b3,2,2,0,0.0,1.0,36,1,0,0,2,3,0.858,7,stolen_identity,1
87bd97e9-d204-457f-8c37-97ee2b537922,579,68,56,0.824,4.8,92,1,1,1,22,1,0.057,0,none,0
8d5f3be9-33f9-447d-a21a-59128b35ed83,7,1,2,2.0,2.2,34,0,0,0,2,8,0.905,10,bot_account,1
25c6e470-715a-4e6d-a10e-0300ad2f598a,773,38,21,0.553,4.0,75,1,1,1,30,2,0.087,0,none,0
2c8a2c2c-3e3a-4685-9192-186c19527871,590,38,7,0.184,4.5,86,1,1,1,26,1,0.078,0,none,0
cf7be75b-b123-4644-8820-827f14242da3,309,41,33,0.805,4.6,92,1,1,0,17,1,0.094,1,none,0
fc2435d8-b849-46cd-bc51-8c0d6935ce12,330,99,40,0.404,4.4,96,1,0,1,20,2,0.081,1,none,0
6b44720a-c72a-4cb1-82a6-5fb0e2aaae38,155,77,70,0.909,4.3,90,1,1,1,6,1,0.056,0,none,0
0a86db51-f069-432d-8243-cd5125b22fd4,62,64,14,0.219,4.9,95,1,1,0,14,1,0.018,0,none,0
043e4603-5f12-42a6-a23b-d6c2dc6fb438,684,65,35,0.538,4.3,66,1,1,1,29,1,0.034,0,none,0
8eab7573-1978-497b-b25e-c9c9a22a9937,239,19,19,1.0,4.4,73,1,1,0,4,2,0.057,1,none,0
5252e2fc-24ce-4817-897c-cfa3045eda74,30,14,10,0.714,4.3,76,1,1,1,17,2,0.056,1,none,0
d2848a6b-0ced-4e04-9431-46ac0cb9dc72,414,46,33,0.717,4.1,98,1,1,1,10,2,0.081,1,none,0
2382f3fc-24d9-4fd9-9192-24f6945a85dd,174,13,8,0.615,4.4,74,1,0,0,21,1,0.037,0,none,0
d8648f97-9f03-4df4-879a-eac3b633017b,203,19,1,0.053,4.0,66,1,1,0,21,2,0.05,1,none,0
3ca5c919-d44d-42b6-aebb-839c90007d16,284,80,67,0.838,4.0,97,1,1,1,19,2,0.031,1,none,0
b9c23adf-854f-447a-b350-c1f419aae7e7,761,32,17,0.531,4.2,85,1,1,0,6,2,0.045,1,none,0
f918d53f-961e-4cbd-995b-54b0ad46c18e,908,13,4,0.308,3.5,88,1,1,1,10,2,0.073,0,none,0
618251f0-dd79-4dae-8361-8eda39bb49a1,487,3,1,0.333,4.9,81,1,1,0,30,1,0.01,0,none,0
909397a6-a01e-42fb-b631-90f0db786128,343,83,58,0.699,4.5,84,1,1,1,24,1,0.032,1,none,0
b1474641-0dc7-44d3-8614-c20c9ed2e105,649,75,35,0.467,3.5,68,1,1,0,8,2,0.147,1,none,0
f9184cbb-6bf3-4783-b935-faf3ac107203,107,55,24,0.436,4.6,90,1,1,0,20,1,0.072,1,none,0
b212bf2e-7f40-4773-904d-b318ebf4882f,565,49,1,0.02,4.5,88,1,0,1,28,1,0.031,1,none,0
2f0f8203-2882-41f0-9bf4-af0d451db141,9,2,0,0.0,2.2,31,1,0,0,2,9,0.618,9,bot_account,1
4307cce4-717f-4ebb-990b-3e37afbbba5f,704,70,61,0.871,4.4,94,1,1,0,8,1,0.009,0,none,0
ed659213-e3c2-4f24-81d2-74634095a0e0,714,96,42,0.438,4.2,92,1,1,0,6,2,0.141,0,none,0
467c0aef-c247-48d0-926a-865ca3cc73d2,4,1,2,2.0,0.1,17,0,0,0,1,9,0.924,10,fake_profile,1
38462f49-382d-40a7-9fc1-d6d328ef85f2,96,63,13,0.206,4.3,98,1,1,1,5,1,0.133,0,none,0
c3d390dd-2222-493b-aafd-0f668ee04864,704,4,4,1.0,3.5,72,1,1,1,6,2,0.145,0,none,0
8ab82df4-c6cf-481f-b674-e47e96fc0e02,991,90,80,0.889,4.8,91,1,1,0,23,1,0.01,0,none,0
cdc91df6-8bdb-4374-bd6a-96c629840244,355,1,1,1.0,4.5,96,1,1,1,11,1,0.121,1,none,0
bf34cc39-bf58-4dc2-8f32-705ff5ff3fae,743,68,26,0.382,4.3,100,1,1,1,4,1,0.1,1,none,0
31eaad0d-4643-48e5-b9aa-99567f5c58c3,844,90,16,0.178,4.4,81,1,1,1,11,2,0.006,1,none,0
566acb53-f7b6-4506-8795-41992d3eba4a,931,50,26,0.52,3.7,88,0,1,1,12,1,0.015,1,none,0
0ab71ef3-4e07-4646-b1ab-41f47653035c,148,15,8,0.533,3.6,92,1,1,1,22,1,0.092,0,none,0
3ab32512-8204-4104-80e3-1f73635da5b1,506,79,5,0.063,4.2,92,1,0,1,12,1,0.085,1,none,0
93c033f7-5a8d-4823-8589-f616ed739596,989,50,25,0.5,4.9,95,1,1,1,22,1,0.008,0,none,0
e88066a1-6820-4ebe-b9f6-e046db4e07d0,921,26,15,0.577,4.3,78,1,1,1,11,1,0.044,0,none,0
31638f8b-9237-4243-9b89-c48ab13f2416,226,82,38,0.463,4.1,76,1,1,0,23,1,0.011,0,none,0
939a51f6-ae77-453a-9d50-50a4bc7b4222,0,0,0,0.0,1.8,14,0,0,0,1,8,0.878,10,bot_account,1
07342346-af07-4143-a81b-60ac51473341,447,4,2,0.5,3.7,95,1,0,1,26,1,0.107,0,none,0
28471f10-9c8e-422a-8c64-49fc813901f7,734,80,14,0.175,3.6,95,1,1,1,18,2,0.137,0,none,0
4e937401-fba4-4106-b6ca-13dabbce4e39,134,42,13,0.31,4.2,85,1,0,0,15,1,0.119,0,none,0
9409c7bf-087f-44a4-90d4-de08b2ae61a9,37,32,16,0.5,4.0,70,1,1,1,12,1,0.042,1,none,0
968bab0c-54d5-4ff6-83b5-341605e4ecb6,5,3,0,0.0,0.1,21,0,0,0,2,8,0.848,7,bot_account,1
b4334ab9-ec63-4b61-b280-66ba7e17107d,368,42,41,0.976,4.0,90,1,0,1,14,1,0.006,1,none,0
07510edd-e831-4bc7-9b96-f0a2324c21bc,411,96,77,0.802,4.9,77,1,1,1,10,2,0.053,1,none,0
30f32ece-63ee-4a84-88f9-53b17b7f7718,6,3,2,0.667,2.0,35,0,0,0,1,9,0.83,2,stolen_identity,1
0b57658a-a3c2-44ed-9599-4685fd844f7f,6,3,1,0.333,0.9,34,1,0,1,1,10,0.816,4,fake_profile,1
20c75655-56f1-4036-a0f9-c3c176052196,810,20,13,0.65,4.7,73,1,1,0,12,1,0.068,0,none,0
e1f64774-89bb-4066-afba-4620ba3e733d,869,67,15,0.224,4.4,91,1,0,1,29,1,0.069,0,none,0
a1e161ae-56d4-4f01-88b9-41643af608b0,360,11,7,0.636,4.6,69,1,1,0,24,2,0.114,0,none,0
f716e0ec-eb33-46b4-b52c-70cf7b99efd1,228,91,61,0.67,4.7,70,1,1,1,13,2,0.048,1,none,0
ed2d2c1a-03f4-4618-85bd-26f54662f81a,393,30,17,0.567,4.0,88,1,1,1,20,1,0.124,1,none,0
9840b0fd-e38c-4f86-8b04-232c3e81a4e5,179,65,31,0.477,3.6,69,1,0,1,26,1,0.138,1,none,0
286561d8-9470-48e1-a6d8-04f056448a57,59,69,27,0.391,5.0,83,1,1,1,5,1,0.143,1,none,0
a8f90f79-3463-4484-9ee8-7056bc81b0bb,180,15,12,0.8,3.6,91,1,1,1,15,1,0.104,0,none,0
fb7308a1-46c7-4dc4-9846-e6d76a15e738,755,83,62,0.747,4.1,66,0,1,1,24,1,0.023,1,none,0
e742ebf5-80c2-4a58-92ca-8ece3f62a2eb,9,2,2,1.0,1.8,28,0,0,0,0,4,0.9,10,fake_profile,1
2452f18d-87bd-4db7-ad62-3d248c10ad64,120,70,27,0.386,4.3,99,1,1,1,16,2,0.034,1,none,0
1ddb8524-f426-4f25-b62f-053251ba53b3,956,4,3,0.75,3.6,77,1,0,0,16,2,0.095,0,none,0
472ffd12-3aa9-43eb-895d-ef3f6e46f4a4,475,58,46,0.793,4.9,95,1,1,1,20,1,0.012,1,none,0
9da89a9a-7923-4bff-9fd2-17d308960cbc,603,12,7,0.583,4.5,87,1,1,1,6,1,0.074,1,none,0
baa2cac3-c368-4bc2-ad98-d68ec533e967,658,73,31,0.425,4.1,67,1,0,0,14,1,0.028,1,none,0
c744e07d-7767-4a92-90f3-89409e119d18,933,81,47,0.58,4.2,92,1,0,0,15,1,0.052,1,none,0
26711e46-ab09-4601-a68f-06e60fa0348f,545,10,2,0.2,4.9,100,1,1,1,15,2,0.066,1,none,0
fff972e5-ffd9-4107-b2b6-88cb77cc800d,39,69,3,0.043,4.6,100,1,1,0,22,1,0.009,1,none,0
da988032-59da-41c3-830a-eb30cccfa4c2,0,3,1,0.333,1.4,12,0,0,0,2,8,0.511,8,fake_profile,1
